Y,age,gender,urban,party,fam_size,hukou,ethno,education,age_gap,edu_gap,gender_pref,mar_satisfy,work,work_hour,insurance,care_from_par,fin_from_par,fin_par,care_par,internet,social_trust,social_status,fixed_mind,growth_mind,religion,gover_evalu,reg_eldercare,reg_childcare,health,reg_medicare,house,fam_income_rel,area,reg_econ,reg_svc,reg_urgap,reg_eduratio,reg_mobility,fam_income1
2,47,0,1,0,3,1,1,12,2,0,1,4,1,54,5,0,0,1,0,120,8,1,3,4,0,3,10,10,5,5,1,3,1,119235,20028,2,0,1,12
1,49,1,1,0,3,1,1,12,2,0,1,5,0,0,2,0,0,0,1,120,6,4,4,4,0,4,8,8,3,3,1,3,1,119235,20028,2,0,1,12
2,40,0,0,0,6,0,1,9,1,0,1,4,1,84,5,0,0,0,0,60,4,3,3,3,0,3,10,10,4,5,1,3,1,119235,20028,2,0,1,12
2,41,1,0,0,6,0,1,9,1,0,1,5,1,96,2,1,1,1,1,30,8,3,5,5,0,2,10,10,3,4,1,3,1,119235,20028,2,0,1,12
2,45,1,0,0,4,0,1,9,0,3,1,5,1,96,2,0,0,1,1,360,5,3,3,3,0,4,5,5,3,5,1,4,1,119235,20028,2,0,1,12
2,45,0,0,0,4,0,1,6,0,3,1,5,0,0,2,0,0,0,1,0,7,3,4,3,0,4,7,6,3,4,1,4,1,119235,20028,2,0,1,12
1,58,1,0,0,8,0,1,9,0,0,1,5,1,60,2,0,0,0,0,0,5,4,4,5,0,3,5,6,3,4,1,3,1,119235,20028,2,0,1,12
2,33,1,0,0,8,0,1,12,1,3,1,5,1,40,4,1,0,0,0,3,4,3,4,4,0,2,5,5,4,2,1,3,1,119235,20028,2,0,1,12
2,35,1,0,0,6,0,1,9,3,6,1,5,1,48,5,1,1,1,1,240,6,5,5,4,0,3,10,10,3,4,1,2,1,119235,20028,2,0,1,11
2,42,0,0,0,6,0,1,6,2,6,1,5,1,24,1,0,0,1,0,0,5,4,3,4,0,4,7,5,5,5,1,2,1,119235,20028,2,0,1,11
2,44,1,0,0,6,0,1,12,2,6,1,5,1,63,1,1,0,1,0,180,3,3,3,4,0,3,5,5,3,4,1,2,1,119235,20028,2,0,1,11
1,51,1,1,0,3,1,1,12,6,3,1,5,1,28,2,0,0,0,0,360,8,1,3,5,0,4,8,8,1,5,1,4,1,119235,20028,2,0,1,12
2,45,0,1,0,3,1,1,15,6,3,1,4,1,42,2,0,1,1,1,360,5,3,3,1,0,3,5,5,3,4,1,4,1,119235,20028,2,0,1,12
2,59,1,1,0,2,1,1,12,1,0,1,5,1,40,5,0,0,1,1,120,8,3,3,3,0,4,5,2,3,3,1,4,1,119235,20028,2,0,1,12
2,36,1,0,0,2,0,1,9,0,0,1,5,1,60,5,1,0,1,0,720,5,3,5,3,0,4,7,10,1,2,0,4,2,73675,16882,2,0,1,12
2,36,0,0,0,2,0,1,9,0,0,1,4,1,60,5,1,1,1,1,210,6,3,3,3,0,4,7,7,3,4,0,4,2,73675,16882,2,0,1,12
1,54,1,1,0,2,1,1,9,1,0,0,5,2,40,5,0,0,0,0,120,3,3,3,3,0,4,10,6,3,4,1,4,1,119235,20028,2,0,1,12
2,34,1,1,0,3,0,1,9,2,0,0,5,1,70,5,1,0,1,1,120,7,2,5,5,0,3,5,1,3,4,1,3,1,68775,14919,2,0,1,11
2,45,1,1,0,2,1,1,15,4,3,1,5,1,42,5,0,0,0,0,120,5,2,5,1,0,3,6,8,3,2,0,4,2,73675,16882,2,0,1,12
2,34,0,1,0,3,1,1,16,0,0,1,4,2,40,5,0,0,1,0,480,5,3,5,2,0,3,5,8,3,4,1,4,2,73675,16882,2,0,1,12
2,32,0,1,0,3,1,1,15,0,0,1,4,1,40,5,1,1,0,0,240,3,3,4,2,0,3,8,7,3,2,1,4,2,51096,17593,2,0,1,12
2,33,0,1,0,3,1,1,6,11,3,1,5,1,30,3,0,1,1,0,30,8,3,1,5,0,4,10,2,5,4,0,3,1,86003,11934,2,0,1,11
2,44,1,1,0,3,1,1,9,11,3,1,5,1,96,2,1,0,0,0,180,4,3,4,4,0,3,5,5,3,4,0,3,1,86003,11934,2,0,1,11
1,31,0,1,0,3,1,1,15,5,0,1,4,1,40,5,1,1,1,1,300,4,2,2,3,0,2,8,7,3,4,1,4,1,144390,17500,2,0,1,12
1,31,1,1,0,3,1,1,9,1,3,1,5,2,60,5,0,0,1,0,180,8,3,4,5,0,4,6,6,1,3,0,2,1,68775,14919,2,0,1,11
2,29,0,1,0,3,1,1,15,0,0,1,3,1,42,5,0,1,0,0,330,3,2,4,2,0,1,8,6,3,4,0,4,1,118496,18272,2,0,1,12
2,34,0,0,0,7,1,1,16,1,3,1,5,1,36,5,0,0,0,0,180,7,2,4,1,0,4,7,6,3,2,1,4,1,118496,18272,2,0,1,13
1,32,1,1,1,3,1,1,12,2,0,1,5,1,60,2,0,1,1,0,180,4,3,1,5,0,3,7,1,3,4,1,4,2,51096,17593,2,0,1,12
2,36,0,1,1,4,1,1,16,1,1,1,5,2,60,5,0,1,0,0,300,6,4,1,5,0,5,10,10,3,3,1,3,2,51096,17593,2,0,1,12
2,33,0,1,0,6,1,1,15,14,3,1,5,2,47,2,0,0,0,0,120,5,1,4,4,0,4,9,9,3,5,1,3,2,70923,16098,2,0,1,12
2,32,0,1,0,4,0,1,9,0,0,1,4,1,48,5,0,0,0,0,120,5,3,4,5,0,3,8,6,5,4,0,3,2,62106,10785,2,0,1,12
2,32,0,0,0,4,0,1,9,1,0,0,5,0,0,1,0,0,0,0,120,5,2,3,5,0,1,5,0,4,4,1,1,2,62106,10785,2,0,1,11
1,32,0,1,0,2,0,1,9,2,0,0,4,1,42,2,0,0,1,0,240,4,3,3,4,0,4,5,6,4,3,1,4,2,62106,10785,2,0,1,12
2,29,0,0,0,4,0,1,6,2,3,1,5,0,0,1,0,0,1,1,0,5,3,4,5,0,4,10,10,5,4,0,1,2,62106,10785,2,0,1,11
1,41,0,1,0,3,0,1,15,2,3,1,4,1,45,5,0,1,0,0,30,4,2,2,3,0,2,7,5,3,4,0,3,1,118496,18272,2,0,1,12
2,36,0,1,0,4,0,1,12,8,6,1,4,0,0,2,1,0,0,1,120,6,3,2,3,0,4,6,5,3,4,1,4,1,118496,18272,2,0,1,13
2,59,1,1,1,6,0,1,9,5,3,1,5,2,70,2,0,0,1,0,0,6,4,3,4,0,3,7,7,5,5,1,3,2,92059,14757,2,0,1,11
2,33,1,1,0,6,0,1,9,1,0,1,4,1,66,3,1,0,1,0,120,6,2,2,3,0,4,7,5,3,4,1,3,2,92059,14757,2,0,1,11
2,37,1,1,1,6,0,1,19,0,3,1,3,2,40,2,1,0,1,0,120,4,3,4,1,0,4,7,7,3,2,1,3,1,126829,13589,2,0,1,12
2,46,1,1,0,4,0,1,6,1,0,1,5,1,20,2,0,0,1,0,120,8,4,2,4,0,4,8,8,4,4,1,3,1,126829,13589,2,0,1,12
2,45,0,1,0,4,0,1,6,1,0,0,3,1,84,1,0,0,0,0,0,5,1,1,5,0,3,10,5,3,4,1,3,1,126829,13589,2,0,1,12
2,57,1,1,0,3,0,1,9,1,3,1,5,1,84,2,0,0,0,0,30,5,4,3,4,0,4,8,8,4,4,0,4,1,101905,14643,2,0,1,12
1,35,0,1,0,3,1,1,16,1,1,1,3,1,42,5,0,0,1,0,120,7,4,2,4,0,4,5,5,3,4,0,4,1,101905,14643,2,0,1,12
3,55,1,0,0,2,0,1,0,3,0,1,3,1,15,1,0,0,0,0,20,2,1,3,3,0,2,8,8,2,3,1,1,1,101905,14643,2,0,1,9
2,42,0,0,0,5,0,1,9,1,0,1,3,1,42,1,0,1,1,1,120,5,3,3,5,0,4,6,5,3,3,0,2,1,101905,14643,2,0,1,11
1,32,0,1,0,3,1,1,12,2,3,0,2,1,77,5,0,0,1,0,480,4,1,2,4,0,4,10,10,4,4,1,2,1,86003,11934,2,0,1,11
3,60,1,0,0,7,0,1,9,4,3,1,3,1,40,2,0,0,0,0,0,3,3,3,4,0,3,3,1,1,2,1,3,2,62106,10785,2,0,1,12
2,32,0,0,0,7,0,1,9,2,0,1,4,0,0,0,1,0,0,0,120,6,2,1,5,0,3,1,3,3,4,1,3,2,62106,10785,2,0,1,12
3,41,0,1,0,3,0,1,9,8,0,1,3,1,56,1,0,0,0,0,180,6,3,1,4,0,3,8,6,4,3,0,2,1,101905,14643,2,0,1,11
2,53,1,1,0,1,0,1,12,2,6,1,5,1,72,3,0,0,0,0,180,6,2,2,2,0,4,7,5,3,4,0,4,1,101905,14643,2,0,1,11
2,37,1,1,0,8,1,1,12,5,0,1,5,2,63,2,1,0,0,0,60,6,3,3,5,0,2,5,6,2,3,1,1,3,67777,14228,2,0,1,10
2,35,1,0,0,6,0,1,6,2,0,1,4,1,30,2,0,0,1,0,150,6,2,2,3,0,3,7,8,3,4,0,2,2,62106,10785,2,0,1,12
3,37,0,0,0,6,0,1,6,2,0,1,4,1,48,5,0,0,1,0,180,5,2,4,3,0,2,5,6,4,4,0,2,2,62106,10785,2,0,1,12
1,48,0,0,0,3,0,0,9,1,0,1,4,1,10,2,0,0,0,0,60,5,3,4,3,0,4,7,7,3,4,1,3,1,56995,12541,2,0,1,11
2,35,1,1,0,5,0,1,9,0,3,1,2,1,63,2,1,1,0,0,200,1,1,5,2,0,3,10,5,1,3,1,2,1,56995,12541,2,0,1,12
2,38,1,0,0,6,0,1,9,4,0,0,5,1,70,2,1,0,1,0,120,4,1,2,2,0,2,8,8,3,3,1,2,1,56995,12541,2,0,1,12
2,34,0,0,0,6,0,0,9,4,0,1,5,0,0,2,0,0,0,0,120,4,2,4,3,0,4,8,9,3,4,1,2,1,56995,12541,2,0,1,12
1,52,1,0,0,5,0,1,9,6,9,1,5,1,6,2,0,1,0,1,20,5,3,4,5,0,2,10,10,3,5,1,1,1,56995,12541,2,0,1,10
2,50,1,0,0,4,0,1,6,2,6,1,5,1,70,2,1,0,1,1,60,5,1,3,3,0,3,0,10,1,5,1,1,1,56995,12541,2,0,1,9
2,48,0,0,0,4,0,1,0,2,6,1,4,1,63,2,0,0,0,0,90,6,2,3,4,0,3,6,4,1,2,1,1,1,56995,12541,2,0,1,9
2,46,1,0,1,6,0,1,15,3,6,1,5,1,10,0,0,0,0,0,120,4,3,4,2,0,2,7,0,1,4,1,1,1,56995,12541,2,0,1,10
2,43,0,0,0,6,0,1,9,3,6,1,5,1,42,2,0,0,0,0,300,2,3,2,5,0,3,4,5,5,3,1,1,1,56995,12541,2,0,1,10
2,36,1,0,0,6,0,1,9,1,3,1,5,1,70,5,1,0,0,0,60,3,1,4,5,0,2,10,10,4,4,1,1,1,56995,12541,2,0,1,10
2,35,0,0,0,6,0,1,6,1,3,1,5,1,28,2,1,1,0,1,60,2,2,2,2,0,3,3,3,4,3,1,1,1,56995,12541,2,0,1,10
3,31,1,1,0,7,0,0,12,2,4,1,5,2,90,5,1,1,0,1,180,5,2,1,4,0,4,8,6,4,3,1,2,1,56995,12541,2,0,1,12
2,41,1,1,1,2,0,1,9,8,3,0,5,0,0,5,0,0,0,0,100,5,3,2,3,0,4,5,5,4,4,1,4,3,67777,14228,2,0,1,12
2,44,0,1,0,6,0,0,6,2,0,1,5,1,49,2,0,0,1,1,120,6,3,3,5,0,4,8,8,2,4,1,2,1,56995,12541,2,0,1,11
2,46,1,1,0,6,0,1,6,2,0,1,4,1,16,2,1,0,1,1,120,7,3,2,3,0,3,8,7,3,4,1,2,1,56995,12541,2,0,1,11
2,45,0,1,0,6,0,1,6,3,0,1,4,1,56,3,1,0,1,1,0,6,3,3,4,0,3,8,8,3,3,1,3,1,56995,12541,2,0,1,12
2,58,1,1,0,6,0,0,6,0,0,1,5,1,60,2,0,0,0,0,0,3,1,3,2,0,3,2,2,3,4,1,2,1,56995,12541,2,0,1,11
2,36,1,1,0,6,0,1,9,1,3,1,5,1,70,2,0,0,1,0,0,4,3,1,2,0,2,5,6,1,4,1,2,1,56995,12541,2,0,1,11
2,37,0,1,0,6,0,0,12,1,3,1,5,2,40,5,1,1,0,0,120,5,4,1,5,0,3,2,3,3,4,1,2,1,56995,12541,2,0,1,11
2,58,1,1,0,7,0,1,0,3,6,1,5,0,0,2,0,0,0,0,120,3,2,3,3,0,2,8,6,1,4,1,3,1,56995,12541,2,0,1,12
2,34,0,1,0,7,0,0,9,1,0,1,4,1,30,2,1,0,0,1,120,8,3,3,4,0,3,8,9,3,4,1,3,1,56995,12541,2,0,1,12
3,57,1,1,0,3,0,0,9,1,0,1,5,1,21,2,0,0,0,0,120,1,2,5,2,0,3,5,5,1,4,1,1,1,56995,12541,2,0,1,10
3,40,0,1,0,6,0,1,6,1,0,1,4,0,0,3,1,0,0,0,0,6,1,4,4,0,3,6,6,1,4,1,2,1,56995,12541,2,0,1,11
2,41,1,1,0,6,0,1,6,1,0,1,4,1,96,3,1,0,1,1,120,4,3,5,3,0,2,10,8,1,3,1,2,1,56995,12541,2,0,1,11
2,46,1,1,0,3,0,1,9,2,0,1,3,1,50,2,0,0,1,1,120,4,2,3,3,0,3,5,6,1,1,1,2,1,56995,12541,2,0,1,11
1,44,0,1,0,3,0,1,9,2,0,1,3,1,40,2,0,1,1,0,120,4,1,3,3,0,4,5,4,3,4,1,2,1,56995,12541,2,0,1,11
1,59,1,1,0,3,0,0,0,1,6,0,5,1,49,1,0,0,0,0,0,4,3,4,3,0,4,5,5,3,4,1,2,1,56995,12541,2,0,1,11
1,45,1,1,0,5,1,0,16,3,7,1,3,2,45,5,1,1,1,1,120,5,3,3,4,0,5,8,7,3,1,1,2,1,56995,12541,2,0,1,11
1,46,0,1,0,4,0,1,6,3,0,1,5,1,84,2,0,0,0,0,60,3,3,4,3,0,2,3,5,3,4,0,3,1,56995,12541,2,0,1,11
2,49,1,1,0,4,0,0,6,3,0,1,1,1,56,1,0,0,0,0,0,4,1,5,1,0,3,5,8,1,4,0,3,1,56995,12541,2,0,1,11
2,44,1,0,0,6,0,0,9,3,0,0,5,1,84,2,1,0,1,1,60,3,3,5,5,0,3,10,10,5,1,1,1,1,56995,12541,2,0,1,11
2,47,0,0,0,6,0,0,9,3,0,0,5,1,63,2,0,0,0,1,0,3,2,3,5,0,1,6,6,3,1,1,1,1,56995,12541,2,0,1,11
2,49,1,0,0,5,0,0,9,2,0,1,5,1,30,2,0,0,1,0,0,7,3,2,3,0,5,3,5,3,4,1,2,1,56995,12541,2,0,1,11
1,47,0,0,0,5,0,0,9,2,0,1,5,2,56,2,0,0,0,0,60,5,1,4,5,0,4,6,1,3,4,1,2,1,56995,12541,2,0,1,11
1,49,1,0,0,3,0,0,12,0,6,1,5,1,42,2,0,1,1,1,30,5,2,5,2,0,4,5,5,3,4,1,2,1,56995,12541,2,0,1,11
2,49,0,0,0,3,0,0,6,0,6,1,5,2,45,4,0,1,1,0,0,5,3,5,2,0,3,8,5,3,4,1,2,1,56995,12541,2,0,1,11
2,49,0,0,0,4,0,0,6,2,0,1,3,1,28,2,0,0,1,1,180,5,3,3,5,0,3,5,5,2,4,1,2,1,56995,12541,2,0,1,11
2,39,1,0,0,6,0,0,9,1,3,1,5,1,70,1,0,1,0,0,40,4,3,5,3,0,3,10,10,2,3,1,1,1,56995,12541,2,0,1,10
2,38,0,0,0,6,0,0,6,1,3,1,5,1,10,1,0,0,0,0,60,4,1,2,5,0,3,5,5,3,4,1,1,1,56995,12541,2,0,1,10
3,59,1,0,0,6,0,0,9,3,9,1,5,1,84,2,0,0,0,0,120,6,3,3,5,0,3,5,5,3,2,1,2,1,56995,12541,2,0,1,11
2,37,1,0,1,6,0,0,9,3,3,1,5,1,30,2,1,0,1,1,180,4,3,1,3,0,3,7,5,5,3,1,2,1,56995,12541,2,0,1,11
2,40,0,0,0,4,0,0,9,2,3,1,5,1,12,2,0,0,1,1,180,8,4,4,5,0,4,10,10,3,5,0,1,1,56995,12541,2,0,1,11
2,42,1,0,1,4,0,0,12,2,3,1,5,1,35,2,0,0,1,0,120,7,3,2,3,0,2,7,8,4,4,0,1,1,56995,12541,2,0,1,11
2,39,0,0,0,7,0,0,9,2,0,1,3,2,20,3,1,1,1,1,180,6,4,3,3,0,3,8,6,1,5,1,2,1,56995,12541,2,0,1,12
3,41,1,0,0,7,0,0,9,2,0,1,5,1,84,2,1,0,1,1,180,6,5,5,5,0,1,10,10,1,4,1,2,1,56995,12541,2,0,1,12
2,59,1,0,0,6,0,0,9,2,0,1,5,1,20,2,0,0,0,0,120,5,4,3,4,0,4,4,5,3,5,1,1,1,56995,12541,2,0,1,10
3,36,1,0,0,7,0,0,9,2,0,1,5,1,60,2,0,0,1,1,0,6,3,3,3,0,4,5,5,5,4,1,1,1,56995,12541,2,0,1,10
2,57,1,0,0,5,0,0,9,2,3,1,5,1,56,2,0,0,0,0,120,6,3,3,5,0,3,10,10,5,4,1,3,1,56995,12541,2,0,1,11
2,32,1,0,0,5,0,0,6,3,0,1,3,1,70,3,1,1,1,0,180,4,3,1,3,0,2,6,5,3,3,1,3,1,56995,12541,2,0,1,11
1,39,0,0,0,2,0,1,0,9,0,1,5,1,35,2,0,1,0,0,300,4,3,5,4,0,3,8,8,3,4,1,1,1,56995,12541,2,0,1,8
2,48,1,0,0,2,0,0,0,9,0,1,5,1,28,2,0,0,0,0,240,4,3,3,4,0,3,8,8,3,4,1,1,1,56995,12541,2,0,1,8
2,49,1,0,0,4,0,0,9,3,3,1,4,1,80,2,0,0,0,0,120,7,4,1,2,0,3,6,7,3,4,1,4,1,56995,12541,2,0,1,12
2,32,1,0,0,5,0,0,12,3,3,1,5,1,56,5,1,0,1,1,180,7,3,3,2,0,3,8,9,5,4,1,1,1,56995,12541,2,0,1,11
2,58,1,0,0,2,0,0,9,1,9,0,4,1,60,2,0,0,1,1,0,6,3,3,4,0,4,8,8,5,4,1,2,1,56995,12541,2,0,1,10
2,41,1,0,0,3,0,0,9,2,3,1,5,1,55,5,0,0,0,0,180,7,3,3,4,0,3,10,8,3,4,0,3,1,56995,12541,2,0,1,11
1,39,0,0,0,3,0,0,6,2,3,1,5,1,60,5,0,0,0,0,120,3,3,3,4,0,2,10,9,5,4,0,3,1,56995,12541,2,0,1,11
2,47,1,0,0,5,0,0,12,1,0,1,4,2,50,2,1,0,1,1,120,8,3,3,4,0,4,6,6,4,4,1,2,1,56995,12541,2,0,1,12
2,46,0,0,0,5,0,0,12,1,0,1,3,1,6,2,0,0,0,0,90,6,1,3,3,0,4,10,5,3,4,1,2,1,56995,12541,2,0,1,12
2,34,0,0,0,4,0,1,9,2,3,1,4,1,56,2,0,0,0,0,200,3,3,4,3,0,3,7,5,3,4,0,2,1,56995,12541,2,0,1,11
2,42,0,0,0,6,0,0,9,1,0,1,3,1,40,2,0,0,1,1,0,3,3,3,4,0,4,6,6,3,4,1,1,1,56995,12541,2,0,1,11
2,41,1,0,0,6,0,0,9,1,0,1,5,1,96,1,1,1,1,1,0,5,3,3,4,0,2,5,5,3,4,1,1,1,56995,12541,2,0,1,11
2,43,1,0,0,6,0,0,9,2,9,1,4,1,48,5,1,1,0,1,120,5,5,5,5,0,4,8,3,3,3,1,1,1,56995,12541,2,0,1,11
2,45,0,0,0,6,0,0,0,2,9,1,4,1,48,2,0,0,1,0,0,5,2,4,3,0,2,10,8,2,4,1,1,1,56995,12541,2,0,1,11
2,49,0,0,0,5,0,0,6,1,0,1,3,1,48,2,0,0,1,0,0,5,3,3,4,0,3,6,5,1,4,1,1,1,56995,12541,2,0,1,9
2,57,1,1,0,2,1,1,16,3,1,1,5,2,40,2,0,0,1,0,120,6,3,4,2,0,1,8,6,3,4,0,4,1,56995,12541,2,0,1,12
2,49,0,1,1,3,1,1,16,2,0,1,3,2,40,5,0,1,1,1,300,3,2,4,3,0,4,5,3,3,4,1,4,1,56995,12541,2,0,1,13
1,44,1,1,0,3,1,1,12,5,4,1,5,2,48,2,0,0,1,0,120,8,4,1,5,0,2,10,10,5,5,1,4,1,56995,12541,2,0,1,12
1,39,0,1,0,3,0,1,16,5,4,1,4,1,30,3,0,0,1,0,480,5,3,3,3,0,3,6,7,3,4,1,4,1,56995,12541,2,0,1,12
3,34,1,1,0,5,0,1,12,2,3,1,5,1,56,2,0,0,0,0,600,6,4,3,5,0,4,10,8,3,4,1,2,1,56995,12541,2,0,1,12
3,36,0,1,0,5,0,1,9,2,3,1,5,0,0,2,0,0,0,0,400,8,3,4,3,0,5,10,6,4,4,1,2,1,56995,12541,2,0,1,12
1,43,0,1,0,3,1,1,15,0,1,1,4,2,40,5,0,0,0,0,120,5,3,4,3,0,3,8,3,3,4,1,4,1,56995,12541,2,0,1,12
1,48,0,0,0,3,0,1,9,3,3,1,3,1,48,2,0,0,0,0,120,7,3,2,4,0,4,8,9,3,4,1,2,1,56995,12541,2,0,1,11
2,35,1,0,0,5,0,1,15,1,1,1,4,1,48,5,1,1,1,1,180,5,3,3,4,0,3,8,7,4,4,1,3,1,56995,12541,2,0,1,12
2,59,1,0,0,5,0,1,9,2,0,1,5,0,0,1,0,0,0,0,0,8,5,5,5,0,5,0,0,4,5,1,3,1,56995,12541,2,0,1,12
3,46,1,0,0,5,0,1,6,2,3,1,5,1,70,2,0,0,1,1,420,7,3,2,5,0,4,7,8,3,4,1,3,1,56995,12541,2,0,1,12
3,44,0,0,0,5,0,0,9,2,3,1,5,0,0,1,0,0,1,1,180,8,4,4,4,0,5,8,5,4,4,1,3,1,56995,12541,2,0,1,12
2,59,1,0,0,2,0,1,9,1,0,1,5,1,60,2,0,0,0,0,0,5,5,4,5,0,4,5,10,5,4,1,3,1,56995,12541,2,0,1,11
3,54,1,0,0,2,0,1,6,1,3,0,5,1,52,2,0,0,1,0,120,1,2,3,5,0,4,10,6,5,4,1,3,1,56995,12541,2,0,1,11
2,47,1,0,0,5,0,1,9,0,0,0,5,1,84,2,1,0,1,0,0,6,5,4,4,0,4,5,5,5,5,1,3,1,56995,12541,2,0,1,12
2,47,0,0,0,5,0,1,9,0,0,1,1,1,84,2,0,0,1,0,3,4,3,3,3,0,3,8,5,5,5,1,3,1,56995,12541,2,0,1,12
2,57,1,0,0,2,0,1,6,1,3,1,5,1,35,2,0,0,0,0,0,6,1,1,3,0,4,10,10,3,5,0,2,1,56995,12541,2,0,1,10
1,33,1,0,0,7,1,1,6,2,6,1,3,0,0,2,1,1,0,1,360,4,1,4,3,0,3,10,10,1,4,1,1,1,56995,12541,2,0,1,9
2,37,1,0,0,6,0,1,12,3,3,1,5,2,40,4,1,0,1,1,180,6,2,2,4,0,3,10,8,3,3,1,2,1,56995,12541,2,0,1,12
2,43,1,0,1,5,1,1,12,0,12,1,5,1,56,5,1,0,0,1,210,7,2,1,3,0,2,8,7,3,4,1,2,1,56995,12541,2,0,1,11
1,44,1,1,0,4,1,1,12,1,0,1,5,1,50,5,0,0,0,0,360,2,2,2,2,0,3,3,5,3,4,1,3,1,56995,12541,2,0,1,12
1,45,0,1,0,4,1,1,12,1,0,1,3,1,56,5,0,0,0,0,270,5,2,3,3,0,4,7,5,5,4,1,3,1,56995,12541,2,0,1,12
1,37,1,1,1,8,1,1,12,4,3,1,4,1,45,5,1,1,1,1,6,5,2,3,3,0,4,5,5,4,5,1,2,1,56995,12541,2,0,1,12
2,34,0,1,0,8,1,1,9,1,3,1,4,1,40,2,1,1,1,1,600,6,1,2,3,0,4,6,3,3,4,1,2,1,56995,12541,2,0,1,12
2,33,0,1,0,8,1,1,9,4,3,1,4,1,70,5,1,1,1,1,120,7,3,3,4,0,4,10,10,5,4,1,2,1,56995,12541,2,0,1,12
1,51,1,1,1,3,1,1,15,1,6,1,5,0,0,5,0,0,1,1,180,7,3,2,3,0,3,8,8,3,4,1,3,1,56995,12541,2,0,1,12
2,58,1,1,1,2,1,1,15,3,3,1,5,2,40,2,0,0,0,1,120,6,4,3,5,0,4,10,10,3,4,1,4,1,56995,12541,2,0,1,11
1,43,1,1,1,4,1,1,12,2,3,1,5,1,48,3,1,1,0,0,150,5,3,5,5,0,2,1,1,4,4,1,3,1,56995,12541,2,0,1,12
2,41,0,1,1,4,1,1,15,2,3,1,5,2,40,5,1,0,0,1,120,5,4,3,3,0,4,9,5,3,4,1,3,1,56995,12541,2,0,1,12
2,44,1,1,1,9,1,1,16,2,1,1,5,2,46,5,1,0,1,1,120,7,3,1,4,0,1,4,5,4,5,0,4,1,56995,12541,2,0,1,11
2,42,0,1,0,9,1,1,15,2,1,1,4,1,49,2,0,0,0,1,30,7,2,3,2,0,4,5,4,3,4,0,4,1,56995,12541,2,0,1,11
2,35,1,1,0,6,1,1,12,3,3,1,5,1,63,2,1,1,0,0,2,3,1,3,3,0,3,7,7,3,4,1,4,1,56995,12541,2,0,1,11
2,59,1,1,0,6,1,1,12,1,12,1,5,0,0,2,0,0,0,0,120,3,3,3,4,0,3,10,8,3,2,1,4,1,56995,12541,2,0,1,11
2,55,1,1,0,6,0,1,6,1,6,0,4,0,0,2,0,0,0,0,0,4,3,2,2,0,3,5,7,1,2,0,4,1,56995,12541,2,0,1,13
2,34,1,1,0,6,0,1,9,2,0,1,5,1,48,1,1,0,1,1,300,6,2,3,4,0,4,4,3,3,4,0,4,1,56995,12541,2,0,1,13
2,48,1,1,0,4,1,1,12,0,3,1,5,1,48,3,1,0,0,1,90,8,3,2,4,0,4,8,8,3,4,0,2,1,56995,12541,2,0,1,11
2,48,0,1,0,4,0,1,9,0,3,1,3,1,60,2,0,0,1,0,180,4,3,3,4,0,3,10,8,5,4,0,2,1,56995,12541,2,0,1,11
2,50,1,1,0,3,0,1,9,2,0,1,5,1,30,2,0,0,1,1,120,5,4,2,4,0,4,5,5,5,4,0,3,1,56995,12541,2,0,1,12
2,48,0,1,0,3,0,1,9,2,0,1,5,0,0,2,0,0,0,0,30,6,3,5,5,0,4,5,5,4,4,0,3,1,56995,12541,2,0,1,12
2,59,1,1,0,2,1,1,9,2,0,1,5,2,4,3,0,0,0,0,90,5,4,4,5,0,4,10,5,3,5,1,4,1,56995,12541,2,0,1,11
2,39,0,1,0,6,0,1,16,0,0,1,3,2,36,5,1,1,0,1,0,8,4,3,3,0,2,7,6,3,4,1,4,1,56995,12541,2,0,1,12
2,39,1,1,0,6,0,1,16,0,0,1,5,1,41,5,0,0,0,0,180,7,2,4,2,0,4,8,7,3,4,1,4,1,56995,12541,2,0,1,12
2,57,1,1,1,2,0,1,6,2,6,0,5,1,30,2,0,0,0,0,0,9,4,4,4,0,4,8,8,2,4,1,3,1,56995,12541,2,0,1,11
2,50,1,1,0,4,1,1,12,1,0,1,5,0,0,0,0,1,1,1,0,8,5,1,5,0,5,0,0,5,5,0,4,1,56995,12541,2,0,1,10
2,49,0,1,0,4,0,1,12,1,0,1,5,0,0,2,0,0,0,0,120,5,2,3,2,0,4,3,5,3,4,0,4,1,56995,12541,2,0,1,10
2,44,0,1,0,5,0,1,15,0,0,1,5,1,56,2,1,1,0,1,120,6,3,3,4,0,5,8,8,3,5,0,3,1,56995,12541,2,0,1,11
2,44,1,1,1,5,1,1,15,0,0,1,5,2,50,5,0,0,1,1,240,6,4,4,3,0,3,5,5,4,4,0,3,1,56995,12541,2,0,1,11
2,31,1,1,0,6,1,1,15,0,0,1,4,0,0,0,1,1,0,0,30,7,3,1,3,0,3,10,7,3,4,0,4,1,56995,12541,2,0,1,12
2,56,1,1,0,6,0,1,9,1,0,1,5,1,42,2,0,1,1,1,90,7,3,2,4,0,4,10,10,5,4,0,4,1,56995,12541,2,0,1,12
1,42,1,1,1,5,1,1,19,3,0,1,5,2,50,5,1,1,1,1,60,8,4,2,4,0,5,7,8,3,4,1,4,1,56995,12541,2,0,1,13
2,44,0,1,0,3,1,1,16,2,0,1,5,2,40,5,0,1,0,1,180,4,3,3,3,0,3,9,8,3,4,0,4,1,56995,12541,2,0,1,12
